year,commentid,form_letter,org_type,comment,stance_1_cat3
2017,FNS-2017-0021-1307,nan,School,"I wish to address the milk options, We have complied with the whole grain requirements & are working on the sodium requirements. I have received comments & emails supporting giving choices to our participants. Also comments & emails expressing if we remove their choice of milk, thy will not take milk. We use 3 to 1 (choc to White). 3 times the flavored milk as white. 
Remember the Millennials (the generation today) have been given more leeway to make choices. They feel like their lunch choices are already  reduced substantially. Our participation has gone down, Can we find another way to reduce? 
We are working on Sodium requirements. We've been working very hard at being at target 2 for 3 years. Menu planning is difficult enough at target 2. 
We are a county district & the majority of our students are farm kids or/& sports participants. They enjoy the home cooked meals & need the energy. Our students are VERY active! 
PLEASE do not reduce any more of our choices for our lunch program.
thank you for your consideration.",In favor of flexibilies
2017,FNS-2017-0021-1684,nan,School,"Thank you so very much for seeing to it that these flexibilities for Milk, Whole Grains, and Sodium Requirements have been extended through the school year 2018-2019.  
The NSLP meal pattern guidelines were supposed to have been built on the American Dietetic Guidelines, but nowhere in those guidelines does it state that 100% of all grains consumed should be whole grain rich.  Further for some grains such as grits, tortilla, biscuits, etc. whole grains do not provide a palatable product.  Grits simply cannot be a whole grain, tortillas made from whole grains turn out like cardboard Frisbees, and whole grain biscuits are sometimes like hockey pucks.
Please set out to make these flexibilities permanent for the sake of the palates of our students.  We truly want to feed them a nutritious meal, but if the products are unpalatable and the products end up in the trash can, what have we gained?",In favor of flexibilies
2017,FNS-2017-0021-1997,nan,School,"Thirty million students depend on school meals as a key source of nutrition each day.  The most important part of this daily endeavor should include making meals students find appealing and will eat.  Familiarity is appealing to students.  With all the other challenges our vulnerable students are going through in the homes each evening why should there be restrictions to how many calories are provided in the National School Lunch Program?  I agree that there should be minimums set for the Meal Patterns that include a weekly variety of vegetables.  However, why should those calories be included in the maximum allowance?  Weight Watchers does not count fruit or vegetables towards your daily allowance.  On the other hand, why should the USDA limit the only wholesome meal with a maximum limit of calories and sodium?  I join SNA and urge Congress to monitor USDAs efforts to provide school meal program flexibility.  The USDA should allow for more local control.  I support practical flexibility under federal regulations to ease menu-planning challenges.  At most, the USDA should maintain Target 1 sodium levels in the NSLP and SBP and I encourage the USDA to restore the initial requirement that at least half of grains offered through school meals be whole grain rich.  I agree that the State agencies should continue granting and SFAs exemption request to use specific alternative grain products if the SFA can demonstrate hardship(s) in procuring, preparing, or serving specific products that are acceptable to students.     
As Congress drafts a new Farm Bill, I agree with the SNA to call for passage of H.R. 3738, the Healthy Breakfasts Help Kids Learn Act.  The bipartisan bill would expand USDA Foods, or commodities, to support school breakfast.  Research has shown that school breakfast consumption supports students academic achievement, improved classroom behavior and attendance.  Universal Breakfast has worked substantially well in our Indiana school district.  Students that do not receive meals at home eagerly consume breakfast each morning without charge.  Breakfast in our district is the most important meal of the day-educationally and nutritionally.  A key piece of boosting childrens well-being and improving schools is to ensure that each child can start the day right with a healthy breakfast at school.  Students reap the academic and nutritional benefits of the meal.  Numerous studies show that breakfast improves learning and attendance, and reduces behavior problems and tardiness.  Children who eat breakfast at school-closer to test-taking time-perform better on standardize tests than those who skip breakfast or eat breakfast at home.
I join SNA (School Nutrition Association) in their call on Congress to oppose any school meal block grant proposal and provide greater support to school nutrition programs, which contribute to the health and academic success of the students of the United States.  Fixed-sum block grants would leave school meal programs without adequate funding to support students in urgent need of assistance following unanticipated financial hardships, or communities affected by natural disasters.  
",In favor of flexibilies
2017,FNS-2017-0021-4891,nan,School,"In addition to the proposals listed in the interim rule through SY 2018-2019, please consider relaxing the rules on vegetable categories.  This is the largest source of waste in our cafeterias.  Thanks!",In favor of flexibilies
2017,FNS-2017-0021-4892,nan,School,"     I am a Food Services Supervisor for a small to medium sized school district in Washington state.  I am very familiar with these regulations, as I am the one who writes the menus for our district.
     As far as allowing 1% flavored milk, I don't really see a need to change from the regulations we have now.  Our district has had the current standards on the milk in place for over 9 years now, with no difficulty.
     On the matter of stepping back and requiring schools that only HALF of their grain items are whole grain rich is a very good idea.  Our experience has been that there are some whole grain rich items the students just won't accept.  I have tried in vain to find a whole grain rich biscuit that is acceptable to the students, but they just toss them into the garbage.  What a waste of our taxpayers' dollars!  If the food goes into the garbage, it is certainly not nourishing the children, or adding to their health in any way.  We have a high number of Free & Reduced qualified students in our district. Yet we still see so much wasted food.  
     Manufacturers have been making strides as far as the whole grain rich items, but for some items they still have quite a ways to go to be accepted by our customers, the students.
     As for the Sodium levels, I am in favor of keeping the Level 1 Sodium requirement, and not going any lower.  Again, manufacturers are working very hard on finding ways to add flavor without more sodium.  After all, the National School Lunch & Breakfast Programs are a huge, huge customer base for them, so they are highly motivated.
     Personally, I very seldom add salt to any of my own food as I eat. I am truly NOT a big salt user. Yet when I taste some of the low sodium foods we are serving the students, I think some of them are lacking flavor or need salt.  Our kitchens are set up here to use mostly manufactured foods, including a lot of USDA manufactured frozen foods.  The district I work for is really not set up as far as equipment and staff to do the ""Cooking from Scratch"" meals.  So I feel we need to keep Level 1 Sodium right where it is, and not go any lower, so that all districts can meet the required level.  When I write our menus, and run them through our software program that tracks all the requirements we must meet, we are barely squeaking by on the Sodium amounts now.  I think it will be very difficult to go even lower!",In favor of flexibilies
2017,FNS-2017-0021-4901,nan,School,"RE:Docket ID FNS-2017-0021
My school and myself are completely in favor or rolling back the USDA Nutrition standards to the first phase of the sodium restriction target.
I am a K-12 school and with offer vs serve I am having more students going hungry than ever before.  It was a good concept to try and get children to eat their fruit and vegetables.  But, since the implementation of this program our waste in the trash has doubled.  
Our school nurse has me buy saltines.  Everyday she is overrun with upset tummies because they are hungry.  Why are they hungry, they ate the 4 little chicken nuggets, but they did not like broccoli or the baked beans, and why can't they have 6 or 9 chicken nuggets like McDonalds.
The hardship is being put on the schools to try and make a fit community, when it is never going to happen as long as parents live in fast food restaurants.  Processed food is cheap and fast and convenient.  School children cannot tell you a peach from a pear because they do not get these items at home.
Myself and the school I work for are in favor of reducing sodium and introducing the children to whole grains, but the calorie and sodium restriction in the the second phase are difficult to meet and will be basically impossible on the 3rd phase unless all you serve is fresh fruit and vegetables.
Children need protein, adults need protein.  It is proven that all these carbs are producing obese and diabetic people.  Protein feeds the brain, protein keeps you fuller longer and protein builds muscle.
I know my school district would love to see the final rule be rolled back to the first phase. I wouldn't have as many hungry and angry students.
",In favor of flexibilies
2017,FNS-2017-0021-5237,nan,School,"On behalf of the 57,000 members of the School Nutrition Association (SNA), we welcome the opportunity to comment on the publication of the Interim Final Rule on Child Nutrition Programs:  Flexibilities for Milk, Whole Grains and Sodium, published in the Federal Register on November 30, 2017. SNA appreciates the Department’s efforts to address the challenges school districts have confronted in transitioning to updated meal pattern requirements for the National School Lunch and School Breakfast Programs. While USDA’s regulatory flexibilities have aided in this transition, overall, school districts look forward to a permanent solution eliminating the onerous management of temporary rules and, where allowed, annual waivers. 
 
WHOLE GRAINS: A recent SNA survey found that despite widespread efforts to increase student acceptance of whole grain foods, 65 percent of responding school nutrition directors reported continued challenges with the current whole grain mandates. A majority of school meal programs struggle with students’ regional and cultural preferences for specific refined grains such as white rice, pasta, grits or tortillas.  
 
The most effective solution is to restore the initial requirement that at least half of grains offered with school meals be whole grain rich. USDA’s whole grain waivers have been a helpful interim step; however, several states do not readily offer the waiver to struggling schools, or have made the application process so cumbersome that schools overwhelmed by administrative duties are discouraged from applying. Overly burdensome requirements, including required documentation that some schools have no means to collect, have severely limited the availability of this much-needed regulatory relief. In addition, the waiver process consumes limited State Agency resources that would be better directed to providing technical assistance to school districts.  
 
SODIUM: Schools made significant progress in reducing sodium in school menus to meet Target 1 limits; however, a recent SNA survey revealed that 92 percent of responding school districts are concerned about the availability of foods that will meet future sodium limits and whether these will be acceptable by students. The Institute of Medicine warned that “reducing the sodium content of school meals as specified and in a way that is well accepted by students will present major challenges and may not be possible.” (School Meals: Building Blocks for Healthy Children, 2010)   Naturally occurring sodium present in meat, milk and other low-fat dairy foods will force 
120 Waterfront St. | Suite 300 | National Harbor, MD 20745 | phone: 301.686.3100 • 800.877.8822 | fax: 301.686.3115 | www.schoolnutrition.org 
 
 
schools to take nutritious choices off the menu, and drive more students away from healthy school meals.  
 
Given the lack of scientific evidence to support these sodium targets for children, the uncertainty regarding the long-term effects of lower sodium diets on child development and overall health, and differences in the scientific and medical communities on the appropriate recommendations for sodium consumption, USDA should maintain Target 1 sodium levels and eliminate future targets.  
 
MILK: SNA continues to support student consumption of milk, which is a key source of protein and essential nutrients, and important to children’s growth and development. Offering an additional low-fat milk option sends a positive message on milk’s importance. Schools that choose to offer students this milk option should be required to continue to meet meal pattern limits on calories and saturated fat. By making this change as part of a final rule and eliminating exemption language, USDA will help streamline program operations.  
 
As always, we appreciate the opportunity to comment and hope to continue partnering with the Department to support the children served by these critical nutrition programs. 
 ",In favor of flexibilies
2017,FNS-2017-0021-5414,nan,School,"It would help to have a flavored milk with a 1% or even 2%. I propose a 2% unflavored milk and a 1% flavored milk. Students do not drink fat free at home so they can taste a difference when they drink it at school. They do not drink milk like they would if it tasted more like what they drink at home.
Sodium levels may be intended to make a healthier meal, but most times the result is a meal that kids do not eat. I think the bigger picture is to get the students to eat their breakfast and lunch. I propose that we can continue to cook without salt and offer salt packets so students can add salt if they want it. I think rinsing canned vegetables as a way to reduce salt distracts us from serving a good tasting meal to serving one that meets the regulations. 
Whole grain is also good, but students do not like the biscuits and most of the bread. Districts should have the flexibility to offer some white flour choices. This could be put to each state vote that XX items in that state can be served using a white flour. This would help in regions that have particular foods like biscuits in the south. Again  experts know the whole grains are healthier, but the students compare our food to what they eat at home and our food is different. ",In favor of flexibilies
2017,FNS-2017-0021-5886,nan,Advocacy,"The Nor-Cal Chapter of the California School Nutrition Association (CSNA) appreciates this opportunity to comment on
the interim final rule on meal flexibility. We also appreciate USDA’s willingness to provide these welcome flexibilities to
schools. CSNA is a professional organization with a membership of over 2,000 individuals who represent both school
food service employees and industry, and collectively serve over 5 million meals daily to children across the state. The
Nor-Cal Chapter of CSNA represents schools districts and industry in the greater San Francisco Bay Area region. On
behalf of our members, we offer the following comments:
Sodium
Nor-Cal CSNA supports maintaining the target 1 sodium level and extending the implementation of the target 2 level,
while continuing to support schools to increase scratch cooked menus and options. However, we also recommend that
target 2 be reevaluated based on current science-based research, as little scientific evidence exists to support further
reductions in sodium.
In general, schools and the industry that produces school food ingredients have found sodium target 1 to be reasonable
and easy to attain. Similarly, target 2 may not be an insurmountable challenge, though it may affect the ability of school
districts to offer cheese as part of school meals. However, schools and industry agree that target 3 is fundamentally
unattainable as it relies on risky changes to manufacturing processes that could use technologies or chemical substitutes
to offset sodium, without adequate time for evaluation.
We recommend that the regulations be amended to establish target 2 as the final sodium reduction, and reconsider
the target pending the final evaluation of the voluntary sodium standards currently under development at FDA at a
later date.
Whole Grains
Nor-Cal CSNA does not support extending the existing whole grain waiver option for schools because the process is
cumbersome and wastes resources at the school district and state level. Instead, we urge USDA to amend the whole
grain rules to require that 50% of grains served by schools meet the whole grain-rich definition. A 50% whole grain-rich
requirement would allow schools flexibility to sometimes offer white pasta, rice, or tortillas as part of balanced,
culturally appropriate, scratch cooked meals and ensure children have access to nutrient dense whole grains. Many
schools districts in California go beyond the current “whole grain-rich” requirements and serve 100% whole grain foods
and intact whole grains such as brown rice and quinoa. We strongly support offering these foods to students and
believe USDA should issue a final rule that allows schools the flexibility to design menus that both increase nutrient
dense foods served to students and meet the needs and expectations of California’s diverse student body.
We recommend that the regulations be amended to require that 50% of all bread/grain meal components meet the
definition of whole grain-rich.Milk
Nor-Cal CSNA appreciates the change that allows schools increased flexibility when serving milk in schools. While we
believe that milk is an excellent vehicle for delivering key nutrients and essential proteins to children, we also recognize
that sugar sweetened beverages, such as soda and juice, have been strongly associated with diet related diseases,
particularly among low income children and youth. Clearly, flavored milk, already allowed under the current
regulations, has added nutritional benefits when compared to soda and juice and Nor-Cal CSNA supports efforts to
increase children’s overall milk consumption.
Recent research published after issuance of the 2012 regulations has raised serious questions about whether fat is the
health risk that it was previously considered. Given the limits on calories and saturated fat in the menu planning
requirements, schools should be able to evaluate what milk options, flavored or unflavored, best fit within their menu
plan and meet student needs. Indeed, many school districts here in the Bay Area and beyond have successfully limited
or even eliminated flavored milk, and our organization believes that decisions about the types of milk offered in schools
are best made at the local level.
We recommend the elimination of all limits on the variety of milk, both flavored and unflavored, offered by schools,
including the full range of fat levels.
Additional Comments
Fresh Fruits and Vegetables
While not addressed under the current interim rule, we recommend that USDA eliminate the requirement for students
to take a half cup of fruit or vegetables with every meal. Further, we recommend USDA maintain all existing
requirements for offering fruits and vegetables, but offer schools the flexibility to fulfill the bean and legume
vegetable subgroup either as a vegetable or as meat/meat alternate. These changes will mitigate food costs and
waste, increase menu variety, and ensure students have access to produce. Here in California, many schools districts
have successfully increased fresh produce served to students through salad bars and farm to school programs, initiatives
our organization strongly supports. However, the increased cost and waste associated with the service mandate for
produce jeopardizes these vital programs in some school districts and negatively affects children’s perception of the
school meal program.
Oppose Block Grants
We recommend USDA strongly oppose block grants for school meal programs to ensure students across the country
continue to access nutritious school meals.
On behalf of the Nor-Cal Chapter of the California School Nutrition Association, we thank you for the opportunity to
provide these comments and look forward to continuing this dialog in the future.",In favor of flexibilies
2017,FNS-2017-0021-6277,nan,Manufacturer/food industry,"The American Commodity Distribution Association (ACDA) appreciates the opportunity to submit the
following comments in support of the Interim Final Rule entitled “Child Nutrition Programs: Flexibilities
for Milk, Whole Grains, and Sodium Requirements as published in the November 30 edition of the
Federal Register. We strongly support1 extending through school year 2018–2019 these menu planning
flexibilities in the National School Lunch Program (NSLP); the School Breakfast Program (SBP); the Special
Milk Program for Children (SMP); and the Child and Adult Care Food Program (CACFP), and look forward
to the final rule this fall for implementation in SY 2019–2020. Our members – recipient agencies, state
agencies, and industry – work hard each day to provide the best possible meals to our nation’s children.
We want to provide wholesome meals that will be sought out by all students, and respect the different needs
and preferences that result in successful programs around the country.
Sodium –
ACDA appreciates and has supported efforts to provide flexibility in school meal programs in each of the
past several years for which such flexibility has been offered. This rule retains Sodium Target 1 as the
regulatory limit in the NSLP and SBP through the end of SY 2018-2019, and anticipates retaining Target 1
in the final rule through at least the end of SY 2020-2021.
ACDA supports the interim rule, and urges reviewing the Target 2 sodium standard contingent upon the
latest scientific research indicating that further reduction in sodium is necessary to safeguard the health of
children.
During our annual meeting in Salt Lake City, Utah held May 3-5, 2015, we benefitted from presentations
made by Dr. Cheryl Anderson of the University of California, San Diego, who was a lead member of the
Dietary Guidelines Advisory Committee (DGAC) with respect to the development of the sodium standards
recommendations. We also received a presentation from Dr. Robert P. Heaney of the Creighton University
Osteoporosis Research Center. These two experts provided differing views regarding the recommended
sodium standards.
Both cited the May 14, 2013 report of the Institute of Medicine saying that there is no evidence that reducing
the intake below 2300 mg per day is beneficial. Dr. Anderson reported that the 2015 DGAC determined
that, based on the two new studies identified in the updated search, changes were not warranted to the
2010 DGAC conclusion statement or grade. She went on to say that neither of the two studies identified in
the update found a relationship between dietary sodium intake and blood pressure in healthy, normotensive
children.Dr. Heaney discussed other studies that suggest “…the 2010 Dietary Guidelines for sodium were
incompatible with potassium guidelines and with nutritionally adequate diets.”2
 He also cited another study
questioning the link between cardiovascular disease and sodium intake.3
 Finally, he cited a recent study
by Boston University finding that salt had no long-term effect on blood pressure.4
We agree that the sodium standard issue should be reviewed as part of the 2020 Dietary Guidelines for
Americans, and any further modification in sodium standards for school meals should await that
determination.
Whole Grains –
We also appreciate the whole grain flexibility because various regions continue to experience problems
with specific items such as pasta, bagels, grits, biscuits, and tortillas. These food items are difficult to obtain
as whole grain rich products or are not readily accepted by students. Within your Federal Register notice
you rightly point out that the development of these products is time consuming and expensive, and
responsibly requires consumer acceptability testing to ensure that these products will be well received.
School Food Authorities routinely begin to ask for samples or test new products before ordering, so
sufficient lead time is essential – especially with respect to the ordering of USDA Foods that is routinely
done well in advance of the actual school year.
Dairy –
ACDA supports the rule that allows program operators in the NSLP, SBP, SMP, and CACFP (the Child
Nutrition Programs (CNPs)) the option to offer flavored, low-fat (1 percent fat) milk as part of a reimbursable
meal for students in grades K through 12, and for SMP and CACFP participants 6 years of age and older.
Schools may also offer flavored, low-fat milk as a competitive beverage for sale. This optional flexibility
expands the variety of milk in the CNPs and may encourage children’s consumption of fluid milk nationwide.
While the existing flexibility authorized under section 747(c) of the Consolidated Appropriations Act, 2017,
allowed State agencies the discretion to grant SFAs exemptions allowing service of low-fat flavored milk,
individual states had discretion to not allow exemptions and if they did allow exemptions schools had to
demonstrate hardship by documenting a reduction in student milk consumption.
Again, we thank you for the opportunity to offer these comments, and look forward to continue working with
you to enhance the quality and substance of the nutrition standards that serve as the basis for USDA’s food
programs. ",In favor of flexibilies
